Country,Name,Category
Japan,Repl-AI,Communication
United States,Replika,Communication
United States,Reply.ai,Communication
United States,ReplyBuy,Communication
Israel,reps.ai,Communication
Netherlands,ReSnap,Computer Vision
United Kingdom,Resolver,Communication
United States,Resonance AI,Sales/Marketing
United States,Resonant Therapeutics,Healthcare
Canada,Responsive.AI,Fintech
Spain,Restb.ai,Real Estate
United States,Restless Bandit,Human Resources
United Kingdom,Resurgo Genetics,Core AI
United Kingdom,Retechnica,Text Analytics
United States,Retention Science,Sales/Marketing
United States,Rethink Robotics,Robotics
Germany,Retresco,Text Analytics
Australia,retroanalytics,Business Intelligence
Israel,Revenue Stream,Fintech
United States,Revere Intelligence,Sales/Marketing
United States,Revon Systems,Healthcare
Italy,Revotree,Agriculture
Israel,Revuze,Sales/Marketing
Germany,Rhebo,Automation
United States,Rigetti Computing,Software Development
South Korea,Riiid,Education
China,Rikai Labs,Communication
France,Riminder,Human Resources
United Kingdom,Ripjar,Text Analytics
United States,Rippleshot,Fintech
Germany,Risk Ident,Fintech
United States,RiskGenius,Automation
Israel,Riskified,Defense/Security
United States,Rival Theory,Entertainment
United States,Riviter,Computer Vision
United States,"RoadBotics, Inc.",Transportation
United States,RoadNarrows,Robotics
United States,Roam Insight,Healthcare
United States,Robbie AI,Communication
United States,Robin (Formerly Learning Motors),Healthcare
Israel,Robinlabs,Communication
Russia,RoboCV,Automation
Russia,Robodem,Robotics
India,Robolab Technologies Pvt Ltd,Robotics
Israel,RoboLogics,Automation
United Kingdom,Roborace,Internet of Things
China,Robosense,Robotics
China,Robotant,Communication
Poland,Robotics Inventions,Robotics
India,RobotsAlive,Automation
United States,RobotX Space,Education
United States,Robust Links,Text Analytics
New Zealand,Rock.ai,Computer Vision
United States,Rockerbox,Sales/Marketing
United States,ROI Checker,Business Intelligence
China,Rokid,Internet of Things
United States,Rollio,Human Resources
China,Roobo,Communication
Canada,Roof Ai,Communication
India,Roofpik,E-Commerce
United States,ROSS,Legal
United States,ROSS Intelligence,Legal
United Kingdom,RotaGeek,Automation
United States,Rover,Communication
China,Rsvptech,Communication
United States,Rubica,Defense/Security
Canada,Rubikloud,Business Intelligence
China,ruiyi.ai,Communication
United States,Rulai,Software Development
United States,Rulex,Text Analytics
United States,Ruvixx,Data Analytics
India,RX Health,Healthcare
United States,RxAll Inc.,Healthcare
United States,RxPREDICT,Healthcare
France,Saagie,Software Development
United Kingdom,Saberr,Human Resources
United States,Sabio Mobile,Sales/Marketing
Spain,Sadako Technologies,Robotics
Canada,Safe Lagoon,Healthcare
United States,SafeGraph,Text Analytics
South Korea,SAFEUS DRONE,Robotics
Germany,Saffe Payments,Defense/Security
Israel,Saffride,Healthcare
Israel,SAIPS,Computer Vision
Israel,Salaryo,Fintech
Israel,Salead,Sales/Marketing
Japan,Sales Base Nikita,Sales/Marketing
United States,SalesBox Inc.,Sales/Marketing
Canada,SalesChoice,Sales/Marketing
United States,SalesTing,Sales/Marketing
United States,Salesup.AI,Sales/Marketing
Singapore,Saleswhale,Sales/Marketing
United States,Salford Systems,Business Intelligence
South Korea,Saltlux,Business Intelligence
United States,SAM.AI,Sales/Marketing
China,Samanta,Communication
Sweden,Sana,Education
Turkey,Sanal Hekim,Healthcare
United States,Sapient Shopping,Sales/Marketing
United States,SapientX,Communication
United States,Satisfi Labs Inc.,Software Development
India,Saturam,Transportation
United States,SavantX,Automation
Israel,SaverOne,Transportation
United States,Savitude,Communication
United States,SavvyStat,E-Commerce
United States,Saykara,Healthcare
United States,SayPay Technologies,Fintech
Ireland,SBDA Group,Communication
Finland,SC5 (part of Nordcloud Group),Core AI
United States,Scale,Business Intelligence
United States,Scaled Inference,Software Development
India,Scalend,Text Analytics
Israel,Scanovate,Fintech
Hungary,Scarab Research,Sales/Marketing
South Korea,Scatter Lab,Communication
France,Scibids Technology,Sales/Marketing
Brazil,SciCrop,Agriculture
Japan,Scnnr,Computer Vision
Canada,ScopeMedia,Computer Vision
Japan,SCORER,Computer Vision
United States,Scout Technologies,Human Resources
Japan,Scouty,Human Resources
Canada,Scribble Technologies,Communication
United States,Scribe,Sales/Marketing
Belgium,ScriptBook,Entertainment
Netherlands,Scyfer,Core AI
United States,Seal,Legal
United States,Seal Software,Software Development
United States,Seamless Planet,Travel
United States,Seamless.AI,Sales/Marketing
United States,SearchDom,Data Analytics
Germany,SearchInk,Text Analytics
India,Searchtrack,Data Analytics
Israel,SecBI,Defense/Security
China,SecID,Defense/Security
United States,Seclytics,Defense/Security
Israel,Secret Double Octopus,Fintech
Israel,Secret Sky,Defense/Security
United States,Secure Healing,Defense/Security
United States,SecuredTouch,Fintech
United States,"Securonix, Inc.",Defense/Security
Singapore,See Chat,Communication
Israel,Seegnature,Fintech
China,Seemmo,Computer Vision
China,Seetatech,Computer Vision
Israel,SeeVoov,Computer Vision
United Arab Emirates,Seez,Computer Vision
Israel,Segmanta,Sales/Marketing
France,SegmentAction,Sales/Marketing
United Kingdom,Seldon,Core AI
France,Selectionnist,Computer Vision
United States,Selerity,Fintech
Israel,Seller Snap,Sales/Marketing
South Korea,Selvas AI,Communication
Russia,Semanik Khab,Healthcare
United Kingdom,Semantic Evolution,Core AI
United States,Semantic Machines,Core AI
United States,Semantic Press,Communication
Australia,Semantic Software,Text Analytics
United States,SemanticMD,Healthcare
Brazil,Semantix,Data Analytics
Germany,Sematell,Communication
United Kingdom,Semblent,Software Development
Lithuania,Sendato,Sales/Marketing
United States,SendPulse,Sales/Marketing
United States,Senetur,Business Intelligence
United States,Sensay,Communication
Israel,Sense,Education
United States,Sense Labs,Energy
United States,Sense Platform,Core AI
United States,Sense.ly,Communication
Sweden,Sensebit,Transportation
United States,sensefolio,Fintech
India,Senseforth Technologies Pvt Ltd,Communication
China,Sensenets,Computer Vision
United States,Senseta,Core AI
China,SenseTime,Fintech
France,Sensewaves,Energy
United Kingdom,Senseye,Business Intelligence
Belgium,Sensifai,Computer Vision
China,Sensingtech,Computer Vision
Israel,SensoLeak,Business Intelligence
Germany,SensoMotoric Instruments,Computer Vision
Israel,Sensority,Computer Vision
United States,Sensory,Healthcare
United States,SensrTrx,Manufacturing
United States,Senstone Inc.,Internet of Things
Japan,Sensy,Core AI
United States,Sentegrity,Defense/Security
United States,Sentenai,Core AI
Italy,Sentetic ,Core AI
United Kingdom,Sentient,Communication
United States,Sentient Play,Entertainment
United States,Sentient Technologies,Sales/Marketing
Singapore,Sentient.io,Business Intelligence
Germany,Sentifi,Fintech
Spain,Sentimer,Communication
United States,SentinelOne,Defense/Security
Spain,Sentisis,Text Analytics
United Kingdom,SentiSum,Text Analytics
United States,Sentrian,Healthcare
Israel,Sepio,Defense/Security
Israel,Servicefriend,Communication
Israel,servo.ai,Communication
France,SESAMm,Fintech
United States,SessionM,Communication
United States,SetuServ,Text Analytics
United States,Seven Lakes Technologies,Energy
United States,Seyyer Inc.,Computer Vision
Japan,SHaiN,Human Resources
China,Shangque,Communication
United States,Shape Security,Fintech
United States,SharkDreams,Healthcare
United States,Shazura,Computer Vision
Spain,Sherpa,Robotics
United States,Shield AI,Defense/Security
France,Shift Technology,Fintech
Canada,Shoelace,Sales/Marketing
Israel,Shoppimon ,Communication
Israel,Shoptagr,Communication
Finland,Shoulders of Giants,Education
China,Shuangjisha,Transportation
China,Siasun,Robotics
United States,Sidecar Interactive,Sales/Marketing
Canada,Sidekick Professional Services,Communication
Israel,Siemplify,Defense/Security
United States,Sift Science,Fintech
United States,SIFT Smart Information Flow Technologies,Core AI
United States,Sight Machine,Manufacturing
Netherlands,Sightcorp,Computer Vision
United States,Sighthound,Computer Vision
Canada,Sightline Innovation Inc.,Core AI
United States,Sigma Ratings,Defense/Security
Israel,Sigmento,Automation
Bangladesh,SIGMIND,Core AI
United States,Signal AI,Communication
United Kingdom,Signal Media,Business Intelligence
Sweden,Signal Signal,Sales/Marketing
United States,Signality AI,Communication
Israel,Signals Analytics,Sales/Marketing
United States,SignalSense,Business Intelligence
United States,SignifAI,Business Intelligence
Israel,SignNBuy,Healthcare
Israel,SignPass,Fintech
India,SigTuple,Healthcare
Brazil,Sii Technology,Internet of Things
United States,Sikka Software,Healthcare
China,Sileadinc,Fintech
United States,Silk Labs,Internet of Things
United States,SILQ-EDU,Education
Japan,Silver Egg Technology,Sales/Marketing
Israel,Similar Tech ,Business Intelligence
United States,Simility,Defense/Security
Israel,SimpleQL,Business Intelligence
United States,"SimplifiMed, Inc.",Healthcare
Denmark,Simplyture,Real Estate
China,Simtoo,Defense/Security
United Kingdom,Simudyne,Text Analytics
Japan,Simula Labs,Human Resources
United States,Simularity,Internet of Things
United Kingdom,Simundyne,Data Analytics
France,Sinequa,Internet of Things
China,Sineva,Robotics
United Kingdom,Singular Intelligence,Data Analytics
China,Sinoits,Transportation
China,Sinovoice,Software Development
China,Sinsunvoice,Communication
Israel,SiSense,Automation
United States,"Site 1001, Inc.",Real Estate
China,Sitrigroup,Healthcare
India,Skillate,Human Resources
United States,SkillGigs,Human Resources
South Korea,Skive it,Core AI
Estonia,Skuuper,Text Analytics
United States,Skycatch,Defense/Security
United States,Skydio,Defense/Security
China,Skye-Intelligence,Robotics
Netherlands,Skyfer,Software Development
United Kingdom,Skylads,Data Analytics
Israel,SKYX,Agriculture
China,Slamtec,Transportation
Canada,Slik.ai,Sales/Marketing
Canada,Slyce,Computer Vision
China,SmarRobot,Robotics
China,Smart Drone,Defense/Security
Sweden,Smart Healthcare,Healthcare
France,Smart Me Up,Computer Vision
United States,Smart Moderation,Defense/Security
United States,SmartAction,Communication
United States,SmartEar,Robotics
Spain,SmartEcoMap,Communication
United States,SmarterCloud,Defense/Security
China,SmarterEye,Automation
Brazil,smarters,Communication
Finland,Smartifik,Communication
Israel,SmartMetric,Healthcare
China,Smartnlp,Communication
United Kingdom,snap40,Healthcare
Israel,SnatchBot,Communication
France,Snips,Communication
Germany,So1,Sales/Marketing
China,Soaringnova,Communication
China,Social Credits,Fintech
United States,SocialTrendly Inc.,Business Intelligence
United States,Socure,Defense/Security
Australia,Sofihub,Healthcare
Sweden,Soft Robot,Communication
Sweden,SoftRobot,Communication
Japan,Soinn,Core AI
China,SOKBUY,Defense/Security
South Korea,Solidware,Business Intelligence
France,Solutions for Mobile,E-Commerce
United States,Solvvy,Communication
United Kingdom,Sonalytic,Communication
United States,Sonix (sonix.ai),Communication
United Kingdom,Sophia,E-Commerce
Switzerland,Sophia Genetics,Healthcare
United States,Sophia Search,Internet of Things
Germany,Sota Solutions,Automation
New Zealand,Soul Machines,Robotics
China,Soundai,Communication
United States,SoundHound Inc.,Communication
Israel,Source Defense,Defense/Security
China,South IT College,Software Development
United States,"Sovereign Intelligence, LLC",Defense/Security
United States,Spaceknow,Geolocation
Germany,Spacy,Software Development
United States,"Spark DJ, Inc.",Entertainment
United States,SparkBeyond,Software Development
France,Sparklane,Sales/Marketing
United States,Speak Music Inc,Entertainment
Japan,Spectee,Entertainment
Finland,Speechgrinder,Communication
Denmark,Spektral,Core AI
United Kingdom,Spend360 International,Text Analytics
United Kingdom,Spherical Defense,Fintech
Japan,Spike,Sales/Marketing
France,Spikenet Technology,Computer Vision
United Kingdom,SPIXII,Insurance
Israel,Splitit,E-Commerce
Israel,Splitty,Travel
Canada,Sportlogiq,Text Analytics
Netherlands,SPOSEA,Sales/Marketing
Israel,Spotad,Sales/Marketing
Israel,spotinst,Business Intelligence
Israel,Spree,Sales/Marketing
United States,Spring Health,Healthcare
India,SquadRun,Automation
United States,SRI International,Computer Vision
Canada,StackAdapt,Sales/Marketing
United States,Standard Cognition,Communication
South Korea,Standigm,Healthcare
France,Stanley Robotics,Robotics
Poland,Stanusch Technologies,Communication
India,Staqu,Computer Vision
Sweden,Starcounter,Software Development
United States,Stardog Union,Computer Vision
United States,Starling Trust Sciences,Fintech
Switzerland,Starmind,Automation
Estonia,Starship Technologies,Robotics
United States,Starsky Robotics,Robotics
United Kingdom,Status Today,Text Analytics
United Kingdom,Stelae Technologies,Text Analytics
United States,STELLARES,Communication
United States,Stillwater Supercomputing,Robotics
China,Ston Robot,Robotics
United Kingdom,StoryStream,Sales/Marketing
France,Storyzy,Text Analytics
United Kingdom,Streetbees,Data Analytics
United Kingdom,Streetbees,Sales/Marketing
United States,Stride.ai,Text Analytics
India,StrollUp,Communication
Sweden,Strossle,Sales/Marketing
United States,Sturfee,Robotics
United States,Suggestic,Text Analytics
United States,Sulvo,Travel
China,Summba,Communication
United States,Sunrise Health,Healthcare
Singapore,Sup,Communication
United States,SuperAtic,Communication
China,SuperCloud,Business Intelligence
Israel,SuperCom,Defense/Security
India,SuperFan.Ai,Communication
Israel,Superfy,Communication
Israel,SuperSmart,Sales/Marketing
Japan,SuperSoftware,Computer Vision
United States,SupplyAI: Cognified Commerce,Text Analytics
Israel,Sure Universal,Internet of Things
Israel,SureSpot,Transportation
South Korea,Surromind Robotics,Robotics
India,Surukam,Automation
Peru,Suruna,Computer Vision
Japan,Suumo,Real Estate
United States,Sway Finance,Fintech
Israel,sweetch,Healthcare
Taiwan,Swift Giant,Sales/Marketing
Japan,Swingnews,Entertainment
South Korea,Swizzle Global Inc.,Communication
United Kingdom,Swogo,Sales/Marketing
United States,Sykopomp Industries,Entertainment
United States,Symbio Robotics,Robotics
United States,Symptify,Healthcare
United Kingdom,Synap,Education
United States,Synapsify,Text Analytics
China,Synced,Communication
Germany,Synergist.io,Legal
Hungary,Synetiq,Core AI
Canada,Syngli,Education
United Kingdom,Synoptica,Sales/Marketing
United States,Synqq,Computer Vision
United Kingdom,Synthase,Healthcare
United States,Syntience Inc.,Communication
China,Synyi,Healthcare
Brazil,SystLets,Business Intelligence
Israel,Syte ,Computer Vision
Israel,Syte ai,Computer Vision
United States,Szl.it,Sales/Marketing
United Kingdom,TAB,Business Intelligence
United States,Tabard Advisory Group,Fintech
United States,Tact,Sales/Marketing
United States,Tact.ai,Sales/Marketing
United States,TagTalk Inc.,Internet of Things
Spain,Taiger,Text Analytics
United States,Taivaco LLC,Entertainment
Brazil,Take,Communication
France,Tale of Data,Business Intelligence
United States,Talent Sonar,Human Resources
Finland,TalentAdore,Human Resources
Japan,TalentBase,Human Resources
United States,Talespin,Human Resources
Israel,Taliz Diagnostics,Healthcare
United States,TALK Accounting,Fintech
Russia,Talk Bank,Fintech
Japan,Talk QA,Communication
United States,Talla,Communication
Japan,Tamecco,Business Intelligence
Belgium,Tangent Works,Business Intelligence
United States,Tanjo Inc.,Sales/Marketing
Israel,TankU,Transportation
China,TaoDataRobot,Communication
United States,Tapad,Sales/Marketing
Israel,TapReason,Sales/Marketing
Israel,TARANIS,Agriculture
India,TARS,Communication
Israel,Tarya,Fintech
New Zealand,TaskPace,Human Resources
France,TasteHit,E-Commerce
United States,Tazerwear,Computer Vision
China,Tcxy,Healthcare
Canada,tealbook,Business Intelligence
Estonia,Teamscope,Human Resources
Germany,TechMass,Internet of Things
China,Techpami,Computer Vision
Israel,TechSee,Software Development
China,Techvalley,Transportation
Spain,Techvolucion,Communication
Ireland,Teckro,Healthcare
United Kingdom,Telectic,Data Analytics
United States,TeleLingo,Travel
United States,Telelytics.io,Healthcare
Russia,TeleMD,Healthcare
United States,Telepath Technology Inc.,Text Analytics
United States,Telepathy Labs,Communication
United States,Teleporter,Entertainment
Germany,TeleRetail,Transportation
United States,TeleVeh,Transportation
United States,Tellius,Business Intelligence
France,Tellmeplus,Automation
United States,TellSpec USA,Agriculture
United States,Tend.ai,Automation
United States,Tennibot,Robotics
Singapore,tenqyu,Internet of Things
Japan,TensorFlow,Core AI
Canada,Tenstorrent,Core AI
Finland,Teqmine Analytics,Business Intelligence
United States,TeraCrunch,Text Analytics
Germany,TerraLoupe,Computer Vision
United States,TerrAvion,Agriculture
Canada,Terrene,Core AI
United States,Tethr,Communication
United States,Text IQ,Communication
United States,Textio,Text Analytics
Israel,Textlab,Sales/Marketing
Russia,Textocat,Text Analytics
United States,Textpert,Communication
United States,TextRecruit,Human Resources
Sweden,Textual,Text Analytics
United States,Thalman Health,Healthcare
France,The Chatbot Factory,Communication
United States,The Climate Corporation,Agriculture
Finland,The Curious AI Company,Core AI
United States,The Explorer.io,Travel
Poland,The Eye,Automation
India,The Hi-Tech Robotic Systemz,Transportation
United States,The Innovation Scout,Core AI
United States,The Robot Report,Robotics
Germany,The SaaS Co.,Sales/Marketing
United States,The Vision Lab,Human Resources
Israel,ThetaRay,Software Development
United Kingdom,TheySay,Core AI
United States,ThickStat Inc.,Communication
United States,ThinCI,Core AI
Australia,thingc,Agriculture
Canada,ThinkCX,Data Analytics
China,ThinkingGame,Entertainment
United Kingdom,Third Space Auto,Communication
Canada,Thirdshelf,Sales/Marketing
India,"ThirdWatch, Stopping Fraud and RTO using AI",E-Commerce
United Kingdom,ThisWay Global,Human Resources
United States,Thorn,Data Analytics
United States,Thoughtly,Text Analytics
United Kingdom,ThoughtRiver,Legal
United States,Thread Genius,Computer Vision
United States,ThroughPut Inc.,Business Intelligence
Israel,Tie - Predictive Analytics,Sales/Marketing
Bangladesh,Tiger Digital,Software Development
Israel,Tiidan ,Fintech
Brazil,TIKAL TECH,Legal
United States,Timeful,Communication
Singapore,TimeSvr,Communication
China,Tinavi,Robotics
France,Tinyclues,Sales/Marketing
Israel,Tipalti ,Fintech
Israel,TipRanks,Fintech
China,Tmirob,Healthcare
China,Toaero,Robotics
Brazil,Tobyto,Robotics
Israel,Tomobox,Communication
China,TOMY,Fintech
United Kingdom,Tonguesten,Education
Israel,Tonkean,Business Intelligence
Singapore,Tookitaki,Fintech
Italy,Tooso,Communication
Finland,Top Data Science,Core AI
China,Topplus,Computer Vision
China,TopPlusVision,Computer Vision
United Kingdom,Torafugu Tech,Fintech
China,Toutiao,Entertainment
United States,Toyota Research Institute,Transportation
United States,Traaqr,Sales/Marketing
United Kingdom,Tractable,Computer Vision
Finland,TrademarkNow,Core AI
Australia,TrademarkVision,Computer Vision
United States,Trader Bots,Fintech
United Kingdom,Transformative,Healthcare
Israel,Transmit Security,Healthcare
Israel,Trapica Labs,Sales/Marketing
United States,Trapit,Sales/Marketing
Slovenia,Trapview,Agriculture
Israel,Travelyo,Travel
Singapore,Trax,Computer Vision
United States,Trendalytics Innovation Labs,Communication
Israel,TrendiGuru,Computer Vision
Belgium,TrendMiner,Data Analytics
United States,Trensant,Text Analytics
United States,Trials.ai,Healthcare
United States,Trill A.I.,Fintech
United States,Trill Financial,Fintech
United States,Trim,Communication
United States,TrinityVR,Entertainment
China,Trio.AI,Robotics
United States,TripChamp,Travel
Canada,TritonWear,Entertainment
United States,Trolion,Sales/Marketing
United States,"Troops, Inc.",Communication
Spain,Troovel,Travel
United Kingdom,Trudera,Defense/Security
United Kingdom,True AI,Communication
United States,True Image Interactive,Robotics
United States,TrueFace.Ai,Defense/Security
United States,TrueShelf,Education
Japan,TrueTALK,Communication
Japan,TrueText,Communication
China,Trustdata,Data Analytics
Czech Republic,TrustPort,Defense/Security
United States,Trvise,Travel
Uruguay,Tryolabs,Software Development
Singapore,TSC - The Stakeholder Company,Business Intelligence
China,Tslsmart,Internet of Things
China,Tsta,
United States,Tule,Agriculture
United Kingdom,Tumra,Sales/Marketing
China,Tuoming,Business Intelligence
China,Tuputech,Computer Vision
United States,Turi,Software Development
China,Turing OS,Communication
China,Turing Robot,Robotics
United States,Turing Video,Defense/Security
United States,Turnitin,Text Analytics
China,Tusimple,Automation
United States,"TutorGen, Inc",Education
Germany,Twenty Billion Neurons,Computer Vision
Germany,TwentyBN,Core AI
Israel,Twiggle,E-Commerce
Israel,Twistlock,Defense/Security
United Kingdom,Twizoo,Sales/Marketing
United States,TwoSense,Defense/Security
United States,"twoXAR, Incorporated",Healthcare
Germany,Twyla,Communication
Canada,Tylio,Sales/Marketing
United Kingdom,TypeScore,Fintech
France,Ubiant,Internet of Things
Israel,Ubimo,Geolocation
China,UBTECH,Robotics
Taiwan,ucfunnel,Sales/Marketing
Canada,UCW Labs Ltd.,Internet of Things
Israel,udobu,Entertainment
China,Ufactory,Robotics
Netherlands,UHX,Internet of Things
Romania,UiPath,Robotics
China,Uisee,Automation
Singapore,Uiza,Computer Vision
Denmark,UIzard,Text Analytics
Finland,Ultimate AI,Communication
Hungary,Ultinous,Computer Vision
Taiwan,Umbo Computer Vision,Defense/Security
United States,UMBO CV,Defense/Security
United States,UnaliWear,Robotics
Canada,Unata,Communication
United States,Unbabel,Communication
Israel,Unbotify,Defense/Security
India,Uncanny Vision,Computer Vision
Germany,Understand.ai,Computer Vision
United States,Underwrite.ai,Fintech
Nepal,Unelma Platforms,Software Development
Italy,Unfraud,Defense/Security
Sweden,Unibap,Automation
Sweden,Unibap,Computer Vision
United States,Unifi Software,Software Development
Singapore,Unified Inbox,Communication
United States,Unify AI,Communication
India,Uniphore Software Systems,Communication
China,Unisound,Communication
Sweden,Univrses,Computer Vision
Denmark,Unsilo,Text Analytics
United States,untapt,Human Resources
United States,"Up and Running Software, Inc.",Robotics
Brazil,UpPoints,Sales/Marketing
Israel,Upsolver,Automation
Israel,Upstream,Transportation
Canada,UrbanLogiq,Text Analytics
United States,Urbanstat,Text Analytics
United States,Urbint: Where urban data becomes actionable intelligence,Text Analytics
United Kingdom,Userbot,Communication
Canada,Usful,Energy
United States,USM Business Systems,Human Resources
Finland,Utopia Analytics,Text Analytics
United States,utopia.AI,Communication
United States,Utrip,Travel
China,Uurobot,Robotics
United States,V5 Systems Inc,Defense/Security
Israel,Vala,Fintech
Finland,Valossa,Computer Vision
Israel,VATBox,Fintech
Israel,Vault,Sales/Marketing
Israel,VaultML,Text Analytics
Israel,VayaVision,Transportation
Israel,vBrand,Sales/Marketing
Israel,Vectored Photonics,Entertainment
United States,Vectra Networks,Defense/Security
United States,VEDA Data Solutions,Healthcare
United States,Vegas Jets,Travel
France,Vekia,Business Intelligence
United Kingdom,Velmai,Communication
United Kingdom,VendorMach,Fintech
Israel,Verbit.ai,Automation
United States,VergeSense,Real Estate
Sweden,Veridict,Business Intelligence
United Kingdom,Veridu,Fintech
Israel,Verifyoo,Fintech
United States,"Veritone, Inc.",Communication
India,Vernacular.ai,Communication
China,Versa,Computer Vision
United States,Versive,Human Resources
Germany,Versus,Data Analytics
France,Verteego ,Internet of Things
Israel,Verum View ,Defense/Security
United States,Vestorly,Fintech
United States,Vettd,Human Resources
Israel,vHive,Defense/Security
Singapore,Vi Dimensions,Computer Vision
United States,Via Science,Energy
France,Viavoo,Text Analytics
United States,Vicarious,Robotics
United States,Vicarious Systems,Robotics
Israel,Vicarius,Defense/Security
China,Video Connect Anything,Computer Vision
Israel,Video inform,Computer Vision
Israel,Video Therapy,Healthcare
China,VideoPlusPlus,Sales/Marketing
Switzerland,ViDi Systems,Computer Vision
United States,Vidora,Automation
United States,Viewdle,Text Analytics
United Kingdom,Viewsy,Sales/Marketing
United States,Vigilent,Energy
Israel,viisights,Computer Vision
United States,Villca Solutions LLC,Business Intelligence
United States,Vilynx,Computer Vision
China,Vinci,Entertainment
China,Vincross,Robotics
Slovenia,violanto,Sales/Marketing
Sweden,Vionlabs,Entertainment
China,Vionvison,Core AI
United States,Visabot,Communication
Taiwan,Viscovery,Computer Vision
Singapore,ViSenze,Computer Vision
United Kingdom,Visii,Computer Vision
United Kingdom,Visio Ingenii,Computer Vision
Switzerland,VisioSafe,Computer Vision
Portugal,visor.ai,Communication
South Korea,Visual Camp,Computer Vision
Israel,Visual Travel,Travel
France,VitaDX International,Healthcare
United States,Vital AI,Business Intelligence
United States,Viv,Sales/Marketing
Norway,Viva Smart Home,Defense/Security
Sweden,Vivalect,Defense/Security
Switzerland,Vividly,Entertainment
United States,Viz,Healthcare
China,VLink,Communication
Israel,Vocal Zoom,Communication
Israel,VocalZoom,Communication
United States,Voci Technologies,Business Intelligence
United States,VoiceBox Technologies,Communication
United States,VoiceOps,Communication
United States,Voicera (formerly Workfit),Communication
United States,Voiceter Pro LLc.,Communication
United States,Volley Labs,Business Intelligence
United Kingdom,Vortexa,Energy
United Arab Emirates,Votek,Communication
India,Vovero Software,Core AI
United States,VoxelCloud,Healthcare
Sweden,Voxo,Fintech
Germany,Voya Travel,Automation
Israel,Voyager Labs,Core AI
Ireland,Voysis,Communication
India,vPhrase Analytics Solutions Pvt. Ltd.,Text Analytics
Japan,Vrchel,Entertainment
Japan,VRCon,Robotics
China,VRview,Business Intelligence
Argentina,VU Security,Defense/Security
India,Vue.ai,E-Commerce
South Korea,Vuno,Healthcare
Sweden,Vyer Technologies,Real Estate
United States,Vyrill,Sales/Marketing
United States,Wade & Wendy,Human Resources
United States,Walk and Explore,Travel
Israel,walkme,Human Resources
France,Walnut Algorithms,Fintech
China,Wangsu,Entertainment
Israel,Water.io,Business Intelligence
China,Watrix,Computer Vision
United States,"Watt-Learn, Inc.",Energy
Sweden,Watty,Energy
Sweden,Watty,Internet of Things
United States,Wave Computing,Core AI
Israel,Way2Vat,Fintech
United States,WayCare,Computer Vision
China,We Cast Media,Fintech
Switzerland,"WealthArc, Inc.",Fintech
Switzerland,Wealthport,Data Analytics
Germany,WearHealth,Human Resources
Canada,Weather Telematics,Transportation
United Kingdom,Weave.ai,Data Analytics
Ireland,Webio,Communication
Tunisia,WebRadar.me,Sales/Marketing
United States,Webroot,Defense/Security
Israel,WebyClip,Computer Vision
China,WeCash,Fintech
United States,Wedding Nook,Communication
Israel,weebo,Sales/Marketing
China,Weishikj,Business Intelligence
Sweden,Weld,Software Development
United States,Wellframe,Healthcare
China,Wellgaga,Robotics
United States,WellSheet,Healthcare
United States,WellTok,Healthcare
Sweden,WeMeMove,Communication
Germany,Weps,Software Development
China,Westwell Lab,Core AI
United States,"Wexus Technologies, Inc.",Energy
United Kingdom,White Lab,Healthcare
United States,Whole Biome,Healthcare
Israel,WhoPaze,Fintech
Egypt,WideBot,Communication
China,WideWorld,Robotics
France,Wiidii,Communication
Israel,windward,Entertainment
China,Wingspan,Healthcare
Israel,WinkApp,Computer Vision
Sweden,Winningtemp,Human Resources
Sweden,Wint,Fintech
United Kingdom,Winterwell,Data Analytics
United States,Wiretap,Defense/Security
United Kingdom,WIREWAX,Computer Vision
United States,WireWheel,Defense/Security
United States,Wise Athena,Sales/Marketing
United States,Wise.io,Communication
South Korea,Wisenut,Communication
China,WiseWeb,Software Development
Israel,Wiseye,Communication
Israel,Wisor,Fintech
United States,Wit.ai,Software Development
China,Witspring,Healthcare
United States,WizCal,Communication
United States,Wizer,Sales/Marketing
Bahrain,WNNA,E-Commerce
China,Wo Ai Chuxing,Travel
Israel,WonderVoice,Communication
Finland,WordDive,Education
United States,WorkCompass,Human Resources
Israel,Workey,Human Resources
Israel,Workey,Human Resources
United States,WorkFusion,Automation
Malaysia,Workspez,Fintech
India,Worlzen,Communication
Canada,Worthwhile Industries PLC,Entertainment
United States,Woveon,Communication
China,WowWee,Entertainment
United Kingdom,Wrapidity,Text Analytics
Canada,Wriber,Communication
United States,Writing.AI,Communication
Canada,wrnch,Computer Vision
Germany,WunderAI,Communication
United States,WuXi NextCODE,Healthcare
China,wxjuyun,Data Analytics
Canada,Wysdom,Communication
China,WYSEngine,Defense/Security
United States,Wyzerr,Communication
United States,x.ai,Communication
Netherlands,X2AI,Healthcare
United States,xaitment,Software Development
Germany,Xamla,Robotics
Germany,Xbird,Healthcare
France,XBrain,Transportation
United States,Xevo,Transportation
China,Xiaoduotech,Communication
China,xiaoi,Robotics
United Kingdom,Xihelm,Computer Vision
South Africa,Xineoh,Entertainment
China,Xinhebot,Robotics
United States,XIX.ai,Transportation
United States,XNOR.ai,Computer Vision
United States,Xnor.ai,Core AI
Latvia,XOresearch,Healthcare
Israel,XRVision ,Defense/Security
Canada,Xtract AI,Core AI
Netherlands,YaDo-VR,Automation
China,Yanzhuanji,Healthcare
Israel,YapQ,Travel
